id,title,main_picture,alternative_titles,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,created_at,updated_at,media_type,status,genres,my_list_status,num_episodes,start_season,broadcast,source,average_episode_duration,rating,pictures,background,related_anime,related_manga,recommendations,studios,statistics,clean_synopsis,clean_synopsis_no_stopwords
52991,Sousou no Frieren,"{'medium': 'https://cdn.myanimelist.net/images/anime/1015/138006.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1015/138006l.jpg'}","{'synonyms': ['Frieren at the Funeral'], 'en': ""Frieren: Beyond Journey's End"", 'ja': '葬送のフリーレン'}",2023-09-29,2024-03-22,"During their decade-long quest to defeat the Demon King, the members of the hero's party—Himmel himself, the priest Heiter, the dwarf warrior Eisen, and the elven mage Frieren—forge bonds through adventures and battles, creating unforgettable precious memories for most of them.

However, the time that Frieren spends with her comrades is equivalent to merely a fraction of her life, which has lasted over a thousand years. When the party disbands after their victory, Frieren casually returns to her ""usual"" routine of collecting spells across the continent. Due to her different sense of time, she seemingly holds no strong feelings toward the experiences she went through.

As the years pass, Frieren gradually realizes how her days in the hero's party truly impacted her. Witnessing the deaths of two of her former companions, Frieren begins to regret having taken their presence for granted; she vows to better understand humans and create real personal connections. Although the story of that once memorable journey has long ended, a new tale is about to begin.

[Written by MAL Rewrite]",9.39,1,290,689251,352980,white,2022-09-09T10:01:30+00:00,2024-03-06T12:24:35+00:00,tv,finished_airing,"[{'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 27, 'name': 'Shounen'}]","{'status': 'plan_to_watch', 'score': 0, 'num_episodes_watched': 0, 'is_rewatching': False, 'updated_at': '2024-03-26T18:34:35+00:00'}",28,"{'year': 2023, 'season': 'fall'}","{'day_of_the_week': 'friday', 'start_time': '23:00'}",manga,1470,pg_13,"[{'medium': 'https://cdn.myanimelist.net/images/anime/1675/127908.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1675/127908l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/1218/134045.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1218/134045l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/1667/135908.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1667/135908l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/1875/136959.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1875/136959l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/1553/137254.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1553/137254l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/1015/138006.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1015/138006l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/1531/139077.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1531/139077l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/1036/140549.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1036/140549l.jpg'}]","Sousou no Frieren was released on Blu-ray and DVD in seven volumes from January 24, 2024, to July 17, 2024.","[{'node': {'id': 56805, 'title': 'Yuusha', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1947/138863.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1947/138863l.jpg'}}, 'relation_type': 'other', 'relation_type_formatted': 'Other'}, {'node': {'id': 56885, 'title': 'Sousou no Frieren: ●● no Mahou', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1197/139034.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1197/139034l.jpg'}}, 'relation_type': 'side_story', 'relation_type_formatted': 'Side story'}, {'node': {'id': 58313, 'title': 'Haru (2024)', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1434/142159.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1434/142159l.jpg'}}, 'relation_type': 'other', 'relation_type_formatted': 'Other'}]",[],"[{'node': {'id': 33352, 'title': 'Violet Evergarden', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1795/95088.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1795/95088l.jpg'}}, 'num_recommendations': 17}, {'node': {'id': 41025, 'title': 'Fumetsu no Anata e', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1880/118484.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1880/118484l.jpg'}}, 'num_recommendations': 12}, {'node': {'id': 35851, 'title': 'Sayonara no Asa ni Yakusoku no Hana wo Kazarou', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/11/89556.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/11/89556l.jpg'}}, 'num_recommendations': 10}, {'node': {'id': 457, 'title': 'Mushishi', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/2/73862.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/2/73862l.jpg'}}, 'num_recommendations': 6}, {'node': {'id': 486, 'title': 'Kino no Tabi: The Beautiful World', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1763/95397.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1763/95397l.jpg'}}, 'num_recommendations': 6}, {'node': {'id': 40571, 'title': 'Majo no Tabitabi', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1802/108501.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1802/108501l.jpg'}}, 'num_recommendations': 5}, {'node': {'id': 39535, 'title': 'Mushoku Tensei: Isekai Ittara Honki Dasu', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1530/117776.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1530/117776l.jpg'}}, 'num_recommendations': 5}, {'node': {'id': 2966, 'title': 'Ookami to Koushinryou', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/5/59401.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/5/59401l.jpg'}}, 'num_recommendations': 5}, {'node': {'id': 52701, 'title': 'Dungeon Meshi', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1711/142478.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1711/142478l.jpg'}}, 'num_recommendations': 3}, {'node': {'id': 4081, 'title': 'Natsume Yuujinchou', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1681/108439.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1681/108439l.jpg'}}, 'num_recommendations': 3}]","[{'id': 11, 'name': 'Madhouse'}]","{'status': {'watching': '245557', 'completed': '270892', 'on_hold': '9729', 'dropped': '6497', 'plan_to_watch': '156573'}, 'num_list_users': 689248}",during their decadelong quest to defeat the demon king the members of the heros partyhimmel himself the priest heiter the dwarf warrior eisen and the elven mage frierenforge bonds through adventures and battles creating unforgettable precious memories for most of them however the time that frieren spends with her comrades is equivalent to merely a fraction of her life which has lasted over a thousand years when the party disbands after their victory frieren casually returns to her usual routine of collecting spells across the continent due to her different sense of time she seemingly holds no strong feelings toward the experiences she went through as the years pass frieren gradually realizes how her days in the heros party truly impacted her witnessing the deaths of two of her former companions frieren begins to regret having taken their presence for granted she vows to better understand humans and create real personal connections although the story of that once memorable journey has long ended a new tale is about to begin,decadelong quest defeat demon king members heros partyhimmel priest heiter dwarf warrior eisen elven mage frierenforge bonds adventures battles creating unforgettable precious memories however time frieren spends comrades equivalent merely fraction life lasted thousand years party disbands victory frieren casually returns usual routine collecting spells across continent due different sense time seemingly holds strong feelings toward experiences went years pass frieren gradually realizes days heros party truly impacted witnessing deaths two former companions frieren begins regret taken presence granted vows better understand humans create real personal connections although story memorable journey long ended new tale begin
5114,Fullmetal Alchemist: Brotherhood,"{'medium': 'https://cdn.myanimelist.net/images/anime/1208/94745.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1208/94745l.jpg'}","{'synonyms': ['Hagane no Renkinjutsushi: Fullmetal Alchemist', 'Fullmetal Alchemist (2009)', 'FMA', 'FMAB'], 'en': 'Fullmetal Alchemist: Brotherhood', 'ja': '鋼の錬金術師 FULLMETAL ALCHEMIST'}",2009-04-05,2010-07-04,"After a horrific alchemy experiment goes wrong in the Elric household, brothers Edward and Alphonse are left in a catastrophic new reality. Ignoring the alchemical principle banning human transmutation, the boys attempted to bring their recently deceased mother back to life. Instead, they suffered brutal personal loss: Alphonse's body disintegrated while Edward lost a leg and then sacrificed an arm to keep Alphonse's soul in the physical realm by binding it to a hulking suit of armor.

The brothers are rescued by their neighbor Pinako Rockbell and her granddaughter Winry. Known as a bio-mechanical engineering prodigy, Winry creates prosthetic limbs for Edward by utilizing ""automail,"" a tough, versatile metal used in robots and combat armor. After years of training, the Elric brothers set off on a quest to restore their bodies by locating the Philosopher's Stone—a powerful gem that allows an alchemist to defy the traditional laws of Equivalent Exchange.

As Edward becomes an infamous alchemist and gains the nickname ""Fullmetal,"" the boys' journey embroils them in a growing conspiracy that threatens the fate of the world.

[Written by MAL Rewrite]",9.09,2,3,3335637,2114734,white,2008-08-21T03:35:22+00:00,2023-04-02T18:07:03+00:00,tv,finished_airing,"[{'id': 1, 'name': 'Action'}, {'id': 2, 'name': 'Adventure'}, {'id': 8, 'name': 'Drama'}, {'id': 10, 'name': 'Fantasy'}, {'id': 38, 'name': 'Military'}, {'id': 27, 'name': 'Shounen'}]","{'status': 'completed', 'score': 0, 'num_episodes_watched': 64, 'is_rewatching': False, 'updated_at': '2024-03-26T18:34:44+00:00'}",64,"{'year': 2009, 'season': 'spring'}","{'day_of_the_week': 'sunday', 'start_time': '17:00'}",manga,1460,r,"[{'medium': 'https://cdn.myanimelist.net/images/anime/13/13738.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/13/13738l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/2/17090.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/2/17090l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/2/17472.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/2/17472l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/5/47603.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/5/47603l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/10/57095.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/57095l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/7/74317.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/7/74317l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/1521/94614.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1521/94614l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/1208/94745.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1208/94745l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/1223/96541.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1223/96541l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/1286/96542.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1286/96542l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/1629/108486.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1629/108486l.jpg'}]",,"[{'node': {'id': 121, 'title': 'Fullmetal Alchemist', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/10/75815.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/75815l.jpg'}}, 'relation_type': 'alternative_version', 'relation_type_formatted': 'Alternative version'}, {'node': {'id': 6421, 'title': 'Fullmetal Alchemist: Brotherhood Specials', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1493/91571.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1493/91571l.jpg'}}, 'relation_type': 'side_story', 'relation_type_formatted': 'Side story'}, {'node': {'id': 7902, 'title': 'Fullmetal Alchemist: Brotherhood - 4-koma Gekijou', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/3/76154.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/76154l.jpg'}}, 'relation_type': 'spin_off', 'relation_type_formatted': 'Spin-off'}, {'node': {'id': 9135, 'title': 'Fullmetal Alchemist: The Sacred Star of Milos', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/2/29550.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/2/29550l.jpg'}}, 'relation_type': 'side_story', 'relation_type_formatted': 'Side story'}]",[],"[{'node': {'id': 11061, 'title': 'Hunter x Hunter (2011)', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1337/99013.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1337/99013l.jpg'}}, 'num_recommendations': 75}, {'node': {'id': 16498, 'title': 'Shingeki no Kyojin', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/10/47347.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/47347l.jpg'}}, 'num_recommendations': 45}, {'node': {'id': 1482, 'title': 'D.Gray-man', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/13/75194.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/13/75194l.jpg'}}, 'num_recommendations': 22}, {'node': {'id': 38000, 'title': 'Kimetsu no Yaiba', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1286/99889.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1286/99889l.jpg'}}, 'num_recommendations': 18}, {'node': {'id': 9919, 'title': 'Ao no Exorcist', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/10/75195.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/75195l.jpg'}}, 'num_recommendations': 17}, {'node': {'id': 1575, 'title': 'Code Geass: Hangyaku no Lelouch', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1032/135088.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1032/135088l.jpg'}}, 'num_recommendations': 15}, {'node': {'id': 2251, 'title': 'Baccano!', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/3/14547.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/14547l.jpg'}}, 'num_recommendations': 15}, {'node': {'id': 22199, 'title': 'Akame ga Kill!', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1429/95946.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1429/95946l.jpg'}}, 'num_recommendations': 10}, {'node': {'id': 1735, 'title': 'Naruto: Shippuuden', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1565/111305.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1565/111305l.jpg'}}, 'num_recommendations': 9}, {'node': {'id': 38691, 'title': 'Dr. Stone', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1613/102576.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1613/102576l.jpg'}}, 'num_recommendations': 9}]","[{'id': 4, 'name': 'Bones'}]","{'status': {'watching': '258363', 'completed': '2410805', 'on_hold': '112450', 'dropped': '58997', 'plan_to_watch': '494979'}, 'num_list_users': 3335594}",after a horrific alchemy experiment goes wrong in the elric household brothers edward and alphonse are left in a catastrophic new reality ignoring the alchemical principle banning human transmutation the boys attempted to bring their recently deceased mother back to life instead they suffered brutal personal loss alphonses body disintegrated while edward lost a leg and then sacrificed an arm to keep alphonses soul in the physical realm by binding it to a hulking suit of armor the brothers are rescued by their neighbor pinako rockbell and her granddaughter winry known as a biomechanical engineering prodigy winry creates prosthetic limbs for edward by utilizing automail a tough versatile metal used in robots and combat armor after years of training the elric brothers set off on a quest to restore their bodies by locating the philosophers stonea powerful gem that allows an alchemist to defy the traditional laws of equivalent exchange as edward becomes an infamous alchemist and gains the nickname fullmetal the boys journey embroils them in a growing conspiracy that threatens the fate of the world,horrific alchemy experiment goes wrong elric household brothers edward alphonse left catastrophic new reality ignoring alchemical principle banning human transmutation boys attempted bring recently deceased mother back life instead suffered brutal personal loss alphonses body disintegrated edward lost leg sacrificed arm keep alphonses soul physical realm binding hulking suit armor brothers rescued neighbor pinako rockbell granddaughter winry known biomechanical engineering prodigy winry creates prosthetic limbs edward utilizing automail tough versatile metal used robots combat armor years training elric brothers set quest restore bodies locating philosophers stonea powerful gem allows alchemist defy traditional laws equivalent exchange edward becomes infamous alchemist gains nickname fullmetal boys journey embroils growing conspiracy threatens fate world
9253,Steins;Gate,"{'medium': 'https://cdn.myanimelist.net/images/anime/1935/127974.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1935/127974l.jpg'}","{'synonyms': [], 'en': 'Steins;Gate', 'ja': 'STEINS;GATE'}",2011-04-06,2011-09-14,"Eccentric scientist Rintarou Okabe has a never-ending thirst for scientific exploration. Together with his ditzy but well-meaning friend Mayuri Shiina and his roommate Itaru Hashida, Okabe founds the Future Gadget Laboratory in the hopes of creating technological innovations that baffle the human psyche. Despite claims of grandeur, the only notable ""gadget"" the trio have created is a microwave that has the mystifying power to turn bananas into green goo.

However, when Okabe attends a conference on time travel, he experiences a series of strange events that lead him to believe that there is more to the ""Phone Microwave"" gadget than meets the eye. Apparently able to send text messages into the past using the microwave, Okabe dabbles further with the ""time machine,"" attracting the ire and attention of the mysterious organization SERN.

Due to the novel discovery, Okabe and his friends find themselves in an ever-present danger. As he works to mitigate the damage his invention has caused to the timeline, Okabe fights a battle to not only save his loved ones but also to preserve his degrading sanity.

[Written by MAL Rewrite]",9.07,3,13,2556712,1396151,white,2010-07-26T09:23:40+00:00,2024-01-22T17:31:43+00:00,tv,finished_airing,"[{'id': 8, 'name': 'Drama'}, {'id': 40, 'name': 'Psychological'}, {'id': 24, 'name': 'Sci-Fi'}, {'id': 41, 'name': 'Suspense'}, {'id': 78, 'name': 'Time Travel'}]","{'status': 'completed', 'score': 0, 'num_episodes_watched': 24, 'is_rewatching': False, 'updated_at': '2024-03-26T18:34:52+00:00'}",24,"{'year': 2011, 'season': 'spring'}","{'day_of_the_week': 'wednesday', 'start_time': '02:05'}",visual_novel,1460,pg_13,"[{'medium': 'https://cdn.myanimelist.net/images/anime/6/29357.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/6/29357l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/10/32023.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/32023l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/8/35137.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/8/35137l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/3/36433.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/36433l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/1167/96846.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1167/96846l.jpg'}, {'medium': 'https://cdn.myanimelist.net/images/anime/1935/127974.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1935/127974l.jpg'}]",Steins;Gate is based on 5pb. and Nitroplus' visual novel of the same title released in 2009. It serves as the second entry in the Science Adventure series.,"[{'node': {'id': 4975, 'title': 'ChäoS;HEAd', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/13/15443.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/13/15443l.jpg'}}, 'relation_type': 'alternative_setting', 'relation_type_formatted': 'Alternative setting'}, {'node': {'id': 10863, 'title': 'Steins;Gate: Oukoubakko no Poriomania', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1805/123188.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1805/123188l.jpg'}}, 'relation_type': 'sequel', 'relation_type_formatted': 'Sequel'}, {'node': {'id': 13599, 'title': 'Robotics;Notes', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/10/42013.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/42013l.jpg'}}, 'relation_type': 'alternative_setting', 'relation_type_formatted': 'Alternative setting'}, {'node': {'id': 27957, 'title': 'Steins;Gate: Soumei Eichi no Cognitive Computing', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/10/71319.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/71319l.jpg'}}, 'relation_type': 'other', 'relation_type_formatted': 'Other'}, {'node': {'id': 30485, 'title': 'ChäoS;Child', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1310/90137.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1310/90137l.jpg'}}, 'relation_type': 'alternative_setting', 'relation_type_formatted': 'Alternative setting'}, {'node': {'id': 32188, 'title': 'Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/7/77324.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/7/77324l.jpg'}}, 'relation_type': 'alternative_version', 'relation_type_formatted': 'Alternative version'}, {'node': {'id': 32962, 'title': 'Occultic;Nine', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/8/81186.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/8/81186l.jpg'}}, 'relation_type': 'alternative_setting', 'relation_type_formatted': 'Alternative setting'}]",[],"[{'node': {'id': 31043, 'title': 'Boku dake ga Inai Machi', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/10/77957.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/10/77957l.jpg'}}, 'num_recommendations': 133}, {'node': {'id': 31240, 'title': 'Re:Zero kara Hajimeru Isekai Seikatsu', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1522/128039.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1522/128039l.jpg'}}, 'num_recommendations': 131}, {'node': {'id': 9756, 'title': 'Mahou Shoujo Madoka★Magica', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/11/55225.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/11/55225l.jpg'}}, 'num_recommendations': 49}, {'node': {'id': 10620, 'title': 'Mirai Nikki (TV)', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/13/33465.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/13/33465l.jpg'}}, 'num_recommendations': 27}, {'node': {'id': 2236, 'title': 'Toki wo Kakeru Shoujo', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1/2432.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1/2432l.jpg'}}, 'num_recommendations': 25}, {'node': {'id': 44074, 'title': 'Shiguang Dailiren', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1135/114867.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1135/114867l.jpg'}}, 'num_recommendations': 20}, {'node': {'id': 1210, 'title': 'NHK ni Youkoso!', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/3/52675.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/3/52675l.jpg'}}, 'num_recommendations': 20}, {'node': {'id': 1535, 'title': 'Death Note', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1079/138100.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1079/138100l.jpg'}}, 'num_recommendations': 15}, {'node': {'id': 934, 'title': 'Higurashi no Naku Koro ni', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/12/19634.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/12/19634l.jpg'}}, 'num_recommendations': 14}, {'node': {'id': 47194, 'title': 'Summertime Render', 'main_picture': {'medium': 'https://cdn.myanimelist.net/images/anime/1120/120796.jpg', 'large': 'https://cdn.myanimelist.net/images/anime/1120/120796l.jpg'}}, 'num_recommendations': 14}]","[{'id': 314, 'name': 'White Fox'}]","{'status': {'watching': '167054', 'completed': '1603753', 'on_hold': '89064', 'dropped': '55710', 'plan_to_watch': '641082'}, 'num_list_users': 2556663}",eccentric scientist rintarou okabe has a neverending thirst for scientific exploration together with his ditzy but wellmeaning friend mayuri shiina and his roommate itaru hashida okabe founds the future gadget laboratory in the hopes of creating technological innovations that baffle the human psyche despite claims of grandeur the only notable gadget the trio have created is a microwave that has the mystifying power to turn bananas into green goo however when okabe attends a conference on time travel he experiences a series of strange events that lead him to believe that there is more to the phone microwave gadget than meets the eye apparently able to send text messages into the past using the microwave okabe dabbles further with the time machine attracting the ire and attention of the mysterious organization sern due to the novel discovery okabe and his friends find themselves in an everpresent danger as he works to mitigate the damage his invention has caused to the timeline okabe fights a battle to not only save his loved ones but also to preserve his degrading sanity,eccentric scientist rintarou okabe neverending thirst scientific exploration together ditzy wellmeaning friend mayuri shiina roommate itaru hashida okabe founds future gadget laboratory hopes creating technological innovations baffle human psyche despite claims grandeur notable gadget trio created microwave mystifying power turn bananas green goo however okabe attends conference time travel experiences series strange events lead believe phone microwave gadget meets eye apparently able send text messages past using microwave okabe dabbles time machine attracting ire attention mysterious organization sern due novel discovery okabe friends find everpresent danger works mitigate damage invention caused timeline okabe fights battle save loved ones also preserve degrading sanity
